City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),data_quality,Avg_Fruit,Avg_Veg,City/Country
Suzhou,China,4.98,39.15,6.55,2.85,5.69,4.66,0.94,0.36,2.76,3.56,1.46,3.86,25.15,5.96,19.98,2.87,2.57,3.92,2.0,1.34,1.5,1.4,0.99,19.22,0.83,3.49,1,3.12,1.56,"Suzhou, China"
Toronto,Canada,18.53,85.23,9.63,5.19,6.36,3.59,1.95,1.53,2.52,2.54,2.93,2.96,11.48,11.92,13.14,3.2,1.26,3.19,3.36,2.81,2.47,2.3,1.67,11.86,2.34,2.78,1,2.55,2.735,"Toronto, Canada"
Singapore,Singapore,11.09,66.55,5.92,7.39,8.87,4.55,1.49,1.06,2.59,2.03,2.78,2.81,19.48,8.98,20.2,3.82,2.61,3.8,3.0,2.24,2.16,1.9,1.52,22.18,4.53,5.35,1,3.41,2.325,"Singapore, Singapore"
Rangoon,Myanmar,,,,,,,0.3,0.27,,,,1.0,,,,,,,,,,,,,,,0,,,"Rangoon, Myanmar"
Shantou,China,,9.96,4.27,,,4.03,0.57,0.4,1.57,2.21,1.0,,22.06,1.99,12.81,2.42,,1.71,0.78,0.71,0.57,0.21,1.42,14.24,1.14,2.28,0,2.065,0.5675,"Shantou, China"
Washington,United States,19.5,82.5,9.0,7.25,8.0,4.88,2.47,2.12,1.01,3.24,4.47,3.48,13.85,11.91,16.56,5.52,1.94,5.53,6.16,3.36,3.02,2.31,2.13,15.0,2.87,3.77,1,4.33,3.7125,"Washington, United States"
Changzhou,China,2.85,22.78,4.98,0.85,2.14,3.26,0.39,0.28,1.58,1.57,0.7,1.37,9.02,5.05,9.83,1.7,0.98,0.98,0.88,0.64,0.39,0.38,0.81,15.66,0.61,2.85,0,1.22,0.5725,"Changzhou, China"
Abidjan,Ivory Coast,3.21,32.13,8.84,0.96,2.41,2.46,0.76,0.63,1.75,0.56,1.1,2.03,12.32,8.33,6.0,2.68,0.88,1.71,1.78,1.04,1.11,0.56,0.72,6.02,0.87,1.19,1,1.756666667,1.1225,"Abidjan, Ivory Coast"
Fuzhou,China,2.99,17.79,4.98,0.85,2.14,3.8,0.45,0.28,1.84,1.28,0.85,1.59,10.63,5.2,16.13,2.24,1.42,1.46,1.28,0.64,0.93,0.43,0.66,19.57,1.28,1.95,1,1.706666667,0.82,"Fuzhou, China"
Surat,India,2.76,9.83,3.68,1.84,3.68,1.35,0.37,0.18,0.75,0.52,0.69,0.9,5.42,3.28,9.83,1.54,0.51,1.03,0.53,0.37,0.44,0.57,0.33,13.82,2.68,,1,1.026666667,0.4775,"Surat, India"
Alexandria,Egypt,4.07,16.28,3.66,2.03,4.07,1.39,0.25,0.15,0.76,0.45,0.64,1.11,2.69,3.64,7.24,1.07,0.61,0.4,0.36,0.34,0.26,0.22,0.21,6.1,1.38,1.42,1,0.693333333,0.295,"Alexandria, Egypt"
Belo Horizonte,Brazil,4.22,28.74,5.75,1.63,2.3,1.3,0.95,0.52,0.91,1.4,1.85,1.77,7.99,3.59,7.99,1.32,0.94,0.71,1.39,0.8,0.81,0.46,0.58,7.66,1.14,2.16,1,0.99,0.865,"Belo Horizonte, Brazil"
Taizhou,China,2.85,21.35,4.98,0.78,1.78,2.75,0.41,0.32,,,,,,,,1.07,,,,,,,,,,,0,1.07,,"Taizhou, China"
Pingdingshan,China,2.14,14.24,5.34,4.27,7.12,4.27,0.36,0.28,1.85,1.78,0.71,1.24,4.27,2.14,8.54,0.93,0.71,1.14,0.85,0.43,0.43,0.43,0.78,12.81,0.43,1.71,0,0.926666667,0.535,"Pingdingshan, China"
Guilin,China,4.27,21.35,4.63,1.42,2.85,1.99,0.66,0.26,1.42,1.47,0.83,2.26,4.27,2.85,9.25,0.85,0.5,0.71,0.43,0.43,0.71,0.14,0.93,9.4,0.78,1.85,0,0.686666667,0.4275,"Guilin, China"
Boston,United States,20.0,95.0,10.0,7.0,8.0,4.83,2.32,2.1,1.09,3.82,4.15,3.49,16.77,13.22,16.64,4.82,1.52,4.85,5.83,2.62,3.18,2.07,2.07,15.0,2.16,3.35,1,3.73,3.425,"Boston, United States"
Sydney,Australia,13.59,81.55,9.5,6.12,6.29,3.11,2.23,2.06,1.4,2.31,1.88,3.77,7.76,8.01,13.67,2.89,2.36,2.51,5.28,2.33,2.1,2.61,1.47,12.23,4.27,4.61,1,2.586666667,3.08,"Sydney, Australia"
Jiujiang,China,2.85,22.78,3.42,0.85,2.14,3.26,0.43,0.28,1.42,1.57,0.85,1.37,9.02,4.27,9.83,1.7,0.98,0.98,0.71,0.64,0.39,0.28,0.43,15.66,0.78,1.28,0,1.22,0.505,"Jiujiang, China"
Bozhou,China,1.14,22.78,3.56,0.43,1.42,2.14,0.43,0.14,0.86,1.57,0.88,1.37,9.02,4.27,9.83,1.7,0.98,0.98,0.88,0.64,0.39,0.38,0.81,15.66,0.78,2.85,0,1.22,0.5725,"Bozhou, China"
Barcelona,Spain,14.75,63.22,9.48,3.16,3.69,2.35,2.2,1.52,1.0,1.5,1.35,2.62,12.32,7.45,12.0,2.07,1.99,1.82,2.31,1.4,1.53,1.07,0.81,6.32,1.16,1.71,1,1.96,1.5775,"Barcelona, Spain"
Huizhou,China,2.14,9.96,4.27,,,4.03,0.57,0.36,1.85,2.14,1.0,,16.37,2.92,11.39,2.42,,1.71,0.78,0.71,0.57,0.43,0.43,14.24,0.57,2.49,0,2.065,0.6225,"Huizhou, China"
Melbourne,Australia,15.63,81.55,9.68,6.8,6.8,3.23,2.61,2.3,1.31,2.25,2.16,3.65,8.8,8.36,13.57,2.94,2.45,2.42,5.19,2.43,2.09,3.06,1.53,13.59,3.91,4.35,1,2.603333333,3.1925,"Melbourne, Australia"
Chenzhou,China,2.99,17.79,4.98,0.85,1.42,3.56,0.45,0.28,1.84,1.07,0.85,1.59,10.63,4.27,7.47,1.66,1.42,1.46,1.0,0.64,0.43,0.43,0.66,19.57,0.28,1.95,0,1.513333333,0.625,"Chenzhou, China"
Dalian,China,3.56,28.47,4.98,0.85,1.71,4.18,0.5,0.31,1.69,1.24,0.9,1.77,18.93,3.58,10.3,1.21,1.09,1.45,0.89,0.59,0.78,0.74,0.59,8.54,0.62,1.45,0,1.25,0.75,"Dalian, China"
Anqing,China,2.85,14.24,6.55,0.71,2.14,2.56,0.36,0.25,1.42,,0.71,1.71,13.52,2.56,11.39,2.14,1.42,2.14,1.85,0.85,0.71,0.57,0.41,,0.35,0.71,0,1.9,0.995,"Anqing, China"
Jiangmen,China,3.56,17.08,6.05,1.78,2.85,2.85,0.45,0.47,1.85,1.42,0.93,1.37,7.12,2.92,6.41,2.14,1.71,1.0,0.71,0.57,0.64,0.5,0.71,21.35,0.57,2.49,0,1.616666667,0.605,"Jiangmen, China"
Harbin,China,2.85,17.08,5.69,0.71,2.14,2.37,0.46,0.25,1.35,1.57,0.71,1.79,13.52,3.56,11.39,1.42,1.99,3.06,0.9,0.57,1.64,0.5,1.0,7.12,0.47,2.7,0,2.156666667,0.9025,"Harbin, China"
Johannesburg,South Africa,8.55,34.22,4.28,2.28,2.28,1.82,0.91,0.71,1.07,0.91,1.5,2.05,6.57,4.49,7.15,1.55,1.44,1.5,1.47,1.33,1.21,1.0,0.95,4.56,1.44,1.71,1,1.496666667,1.2525,"Johannesburg, South Africa"
Zibo,China,4.27,21.35,3.42,1.42,2.14,2.14,0.46,0.28,1.91,1.55,0.95,1.25,14.59,2.96,10.56,1.25,1.37,1.36,1.12,0.74,0.74,0.71,0.67,14.24,1.07,1.42,0,1.326666667,0.8275,"Zibo, China"
Casablanca,Morocco,3.45,18.89,6.14,2.83,3.78,1.78,0.46,0.32,0.69,0.47,1.41,1.23,7.45,5.44,7.53,1.19,1.13,0.57,0.58,0.47,0.45,0.29,0.54,6.61,1.88,2.51,1,0.963333333,0.4475,"Casablanca, Morocco"
Kabul,Afghanistan,1.69,5.65,3.11,,,0.93,0.23,0.13,0.6,0.23,1.23,1.2,3.39,2.53,5.39,0.73,0.92,1.11,0.49,0.3,0.23,0.23,0.33,11.3,0.87,1.58,1,0.92,0.3125,"Kabul, Afghanistan"
Phoenix,United States,18.5,70.0,10.0,6.0,6.0,5.14,2.51,1.8,0.85,3.15,4.09,3.55,11.81,10.22,15.16,4.59,1.51,3.73,4.1,2.89,2.64,1.64,2.51,15.0,2.71,3.75,1,3.276666667,2.8175,"Phoenix, United States"
Xiamen,China,2.99,17.79,4.84,2.14,3.56,3.77,0.56,0.45,1.39,1.28,0.85,1.57,10.63,3.86,13.1,2.16,1.19,1.46,1.72,0.64,1.24,1.09,0.51,12.81,0.66,0.99,0,1.603333333,1.1725,"Xiamen, China"
Amman,Jordan,5.99,42.3,7.05,7.05,7.05,4.12,0.53,0.38,1.47,0.53,1.68,2.02,7.39,6.12,11.53,2.03,1.77,1.5,0.75,0.96,0.75,0.64,0.57,21.15,5.1,6.21,1,1.766666667,0.775,"Amman, Jordan"
Chifeng,China,,,4.27,,,,0.43,0.28,,0.71,0.43,,,2.28,11.39,0.71,,0.71,0.57,0.71,1.14,0.14,0.57,2.7,0.71,,0,0.71,0.64,"Chifeng, China"
Kano,Nigeria,2.25,9.01,4.5,0.68,1.01,2.25,0.41,0.34,2.7,1.24,2.25,1.59,,2.81,3.38,4.5,1.43,1.05,0.98,1.88,1.73,0.3,0.34,2.93,0.62,0.9,0,2.326666667,1.2225,"Kano, Nigeria"
Luzhou,China,3.13,21.35,4.63,0.9,1.42,3.29,0.45,0.31,2.23,1.67,1.1,1.86,7.83,3.68,11.7,1.45,1.6,1.99,1.41,1.01,1.2,0.93,0.53,12.81,0.71,1.67,0,1.68,1.1375,"Luzhou, China"
Taiyuan,China,1.71,17.79,4.98,1.42,1.42,3.56,0.41,0.28,1.42,2.85,0.57,0.85,14.24,2.85,9.96,1.42,1.14,0.85,0.71,0.57,0.57,0.43,0.43,11.39,0.43,1.42,0,1.136666667,0.57,"Taiyuan, China"
Zhaoqing,China,2.85,14.24,6.55,0.71,2.14,2.56,0.36,0.25,1.42,,0.71,1.71,13.52,2.56,11.39,2.14,1.42,2.14,1.85,0.85,0.71,0.57,0.41,,0.35,0.71,0,1.9,0.995,"Zhaoqing, China"
Yokohama,Japan,6.33,44.67,5.21,3.35,4.47,3.1,0.94,0.84,1.54,1.36,3.1,1.89,11.47,5.64,14.33,3.23,2.23,3.72,3.69,2.98,3.72,1.49,0.84,7.45,2.2,2.51,1,3.06,2.97,"Yokohama, Japan"
Liuzhou,China,1.71,15.66,4.27,,,2.85,0.47,0.28,1.14,0.94,1.04,1.11,,3.77,11.03,1.66,1.14,1.42,1.35,1.14,1.07,0.75,0.78,14.59,0.78,3.56,0,1.406666667,1.0775,"Liuzhou, China"
Seattle,United States,20.0,100.0,11.0,7.0,8.0,5.21,2.48,1.94,1.12,4.2,5.0,3.53,17.09,14.78,17.45,5.89,2.68,5.24,6.57,3.23,3.23,2.38,1.94,15.0,3.21,3.24,1,4.603333333,3.8525,"Seattle, United States"
Jeddah,Saudi Arabia,6.65,53.21,7.45,1.4,1.8,3.82,0.74,0.29,1.6,0.83,2.01,2.54,7.41,8.25,13.15,2.18,1.58,1.6,1.76,1.17,1.03,1.5,0.59,1.33,1.78,1.95,1,1.786666667,1.365,"Jeddah, Saudi Arabia"
Berlin,Germany,12.64,63.22,9.48,4.21,4.21,3.37,2.52,1.95,1.19,1.7,2.43,2.99,12.69,9.87,14.43,2.69,1.82,2.55,3.17,2.0,1.5,1.42,0.69,5.9,1.13,1.59,1,2.353333333,2.0225,"Berlin, Germany"
Baojishi,China,3.77,11.25,4.26,0.85,2.06,2.47,0.66,0.52,1.16,1.71,0.74,1.86,,3.04,8.83,1.14,1.1,0.83,0.73,0.63,0.57,0.47,0.52,11.39,0.57,1.99,0,1.023333333,0.6,"Baojishi, China"
Zaozhuang,China,2.85,21.35,4.27,1.14,1.99,2.73,0.42,0.25,2.33,1.11,0.59,1.09,,4.63,6.41,1.19,0.85,1.42,0.81,0.38,0.36,0.71,0.57,11.39,0.78,2.14,0,1.153333333,0.565,"Zaozhuang, China"
Algiers,Algeria,2.53,21.7,4.7,1.81,2.28,1.0,0.5,0.19,0.87,0.16,1.16,1.43,7.59,4.33,11.57,2.48,2.97,1.31,0.79,0.59,0.38,0.58,0.25,6.69,1.52,1.95,1,2.253333333,0.585,"Algiers, Algeria"
Busan,South Korea,6.15,36.49,4.99,3.07,4.61,3.35,1.32,0.74,2.01,2.49,4.1,2.0,13.83,6.15,25.61,5.22,2.89,4.96,4.61,3.59,2.88,1.79,1.01,9.99,1.94,2.6,1,4.356666667,3.2175,"Busan, South Korea"
Anshan,China,2.14,18.51,4.27,0.71,1.71,2.99,0.36,0.28,1.28,1.24,0.9,1.77,18.93,3.58,10.3,0.63,1.09,0.63,0.89,0.59,0.78,0.28,0.59,8.54,0.62,1.45,0,0.783333333,0.635,"Anshan, China"
Detroit,United States,15.63,60.0,8.75,4.5,6.0,4.69,2.05,1.61,0.92,2.94,3.41,3.12,12.62,13.22,16.73,4.35,1.72,4.13,3.66,3.17,3.04,1.46,1.88,11.0,1.86,2.54,1,3.4,2.8325,"Detroit, United States"
Montreal,Canada,14.82,66.7,9.63,5.93,5.93,3.57,1.76,1.37,2.17,2.81,2.9,2.87,11.4,11.07,12.68,3.17,1.49,3.11,3.47,1.84,1.96,2.08,1.68,11.86,2.4,2.69,1,2.59,2.3375,"Montreal, Canada"
Jiaozuo,China,2.14,17.08,4.27,0.78,2.28,3.27,0.44,0.28,1.77,1.71,0.73,1.48,17.79,2.33,10.92,1.0,0.95,0.85,0.89,0.59,0.49,0.33,0.57,12.1,0.95,1.74,0,0.933333333,0.575,"Jiaozuo, China"
Lucknow,India,3.07,12.28,3.07,1.84,3.68,1.57,0.35,0.18,0.68,0.45,0.71,1.03,3.96,3.48,6.52,1.49,0.58,0.82,0.43,0.25,0.35,0.43,0.35,6.14,1.81,3.39,1,0.963333333,0.365,"Lucknow, India"
Faisalabad,Pakistan,1.23,6.71,3.35,2.24,2.91,0.7,0.18,0.15,0.53,0.35,0.69,0.82,2.84,1.71,2.79,0.89,0.44,0.58,0.44,0.34,0.28,0.35,0.3,1.23,1.1,1.34,1,0.636666667,0.3525,"Faisalabad, Pakistan"
Zhongshan,China,2.85,15.66,4.27,0.85,1.71,3.46,0.71,0.39,1.56,1.33,1.08,2.39,14.67,6.77,13.47,1.87,1.28,3.14,1.57,0.94,1.26,0.43,0.43,9.96,1.04,2.14,0,2.096666667,1.05,"Zhongshan, China"
Jaipur,India,2.46,9.83,3.68,1.84,3.99,1.45,0.45,0.2,0.64,0.45,0.88,0.93,5.62,3.74,4.18,1.49,0.42,0.81,0.49,0.34,0.41,0.39,0.37,12.28,1.73,3.45,1,0.906666667,0.4075,"Jaipur, India"
San Diego,United States,20.0,80.0,10.0,7.0,8.0,4.82,2.4,2.07,1.1,3.88,4.36,4.24,12.97,16.43,17.41,4.58,1.89,3.23,3.81,2.99,2.47,1.65,1.92,12.0,3.08,2.71,1,3.233333333,2.73,"San Diego, United States"
Brasilia,Brazil,5.75,38.32,6.71,1.53,2.87,1.52,1.01,0.7,1.06,1.48,1.66,2.06,8.69,3.78,8.25,1.52,1.08,0.93,1.48,1.02,0.97,0.66,0.77,8.24,1.27,2.68,1,1.176666667,1.0325,"Brasilia, Brazil"
Mashhad,Iran,2.54,35.63,4.02,0.7,1.0,1.48,1.02,0.64,0.71,0.61,2.31,1.23,2.79,2.61,6.77,0.74,1.35,0.79,0.49,0.38,0.38,0.39,0.23,0.71,0.48,0.91,1,0.96,0.41,"Mashhad, Iran"
Zhenjiang,China,2.85,22.78,4.98,0.85,2.14,1.42,0.44,0.28,1.58,0.57,0.88,1.37,9.02,4.27,9.83,1.7,0.98,0.98,0.88,0.64,0.39,0.38,0.81,15.66,0.71,2.85,0,1.22,0.5725,"Zhenjiang, China"
Urumqi,China,4.27,21.35,4.48,1.14,2.14,3.06,0.43,0.28,1.42,2.14,0.96,1.71,5.69,3.13,11.03,1.42,1.42,1.42,1.14,1.14,1.14,1.14,1.04,9.96,0.71,1.78,0,1.42,1.14,"Urumqi, China"
Minneapolis,United States,20.0,66.94,9.0,6.0,6.0,5.37,2.01,1.83,0.89,3.16,4.77,3.26,9.88,9.79,14.25,6.04,1.84,4.98,5.06,2.6,2.77,1.78,1.9,13.5,2.34,2.66,1,4.286666667,3.0525,"Minneapolis, United States"
Addis Ababa,Ethiopia,7.66,30.0,4.0,0.75,1.3,0.72,0.61,0.38,0.91,0.53,1.98,2.13,8.12,8.09,8.73,3.19,0.86,1.66,0.81,0.46,0.66,0.42,0.39,8.15,0.96,1.23,1,1.903333333,0.5875,"Addis Ababa, Ethiopia"
Kuwait City,Kuwait,6.52,52.13,6.52,2.61,3.26,4.69,0.47,0.27,1.34,0.76,1.91,1.79,4.0,5.03,10.2,2.2,1.86,1.86,1.24,1.06,0.92,1.28,0.51,5.21,1.23,1.28,1,1.973333333,1.125,"Kuwait City, Kuwait"
Incheon,South Korea,5.38,28.04,4.46,3.07,3.84,3.56,1.27,0.7,2.8,2.75,3.98,3.42,9.67,7.45,19.95,6.12,3.59,7.17,5.89,3.33,2.3,1.54,1.15,15.36,2.3,2.56,1,5.626666667,3.265,"Incheon, South Korea"
Quezon City,Philippines,3.59,19.74,2.78,1.35,2.47,2.72,0.98,0.53,1.6,1.28,0.95,1.93,8.89,4.67,7.42,2.52,1.69,2.47,1.32,2.17,2.23,1.16,0.83,7.18,1.28,1.73,1,2.226666667,1.72,"Quezon City, Philippines"
Sanaa,Yemen,5.99,17.97,9.0,2.0,1.8,2.9,1.05,0.72,2.01,1.2,3.65,3.13,7.13,8.79,22.82,4.99,1.57,4.26,2.06,1.67,1.68,0.53,0.91,6.99,,3.99,1,3.606666667,1.485,"Sanaa, Yemen"
Surabaya,Indonesia,1.3,12.96,3.24,2.48,2.59,1.43,0.49,0.27,1.19,0.97,0.81,1.52,6.15,3.44,7.24,2.3,1.38,1.83,0.88,1.15,1.38,0.6,0.36,19.45,2.49,3.07,1,1.836666667,1.0025,"Surabaya, Indonesia"
Bandung,Indonesia,1.3,11.34,3.24,2.59,4.0,1.83,0.59,0.31,1.11,0.93,0.81,1.5,8.59,2.84,8.43,2.06,1.27,1.17,1.03,1.06,1.83,1.02,0.43,19.45,2.16,3.48,1,1.5,1.235,"Bandung, Indonesia"
Tampa,United States,21.0,60.0,10.0,6.0,7.0,4.47,2.12,1.54,1.09,3.48,3.76,3.29,13.62,11.24,14.3,4.58,1.6,3.8,4.23,3.06,2.75,2.18,2.22,10.0,1.64,4.22,1,3.326666667,3.055,"Tampa, United States"
Salvador,Brazil,4.79,24.91,5.75,1.53,2.87,1.5,0.95,0.6,1.1,1.53,0.97,1.73,8.77,3.66,7.91,1.63,0.89,1.01,1.46,1.04,0.97,0.65,0.46,6.71,1.06,1.53,1,1.176666667,1.03,"Salvador, Brazil"
Rome,Italy,16.33,73.76,9.48,5.27,5.27,1.5,2.09,1.15,1.61,1.58,2.22,3.59,16.58,9.95,15.85,2.4,1.9,2.4,2.71,1.61,1.58,1.15,0.53,6.85,1.57,2.42,1,2.233333333,1.7625,"Rome, Italy"
Guatemala City,Guatemala,5.79,35.02,5.73,1.91,3.18,2.38,1.09,0.86,1.66,1.97,1.55,2.06,5.5,6.29,9.91,3.26,1.02,2.59,1.75,1.63,1.66,0.82,0.97,8.92,1.24,2.07,1,2.29,1.465,"Guatemala City, Guatemala"
Denver,United States,18.0,75.0,9.4,6.0,7.0,4.92,2.56,2.03,1.03,4.02,5.13,3.17,12.78,14.49,15.76,5.23,1.57,4.73,5.03,2.56,2.86,1.77,2.15,16.49,2.74,3.34,1,3.843333333,3.055,"Denver, United States"
Kyiv,Ukraine,6.8,26.6,3.62,0.98,1.78,1.32,0.62,0.46,0.99,0.69,1.57,1.28,7.97,3.8,6.12,0.58,1.22,1.35,2.05,0.47,0.64,1.03,0.47,4.08,0.82,1.27,1,1.05,1.0475,"Kyiv, Ukraine"
Putian,China,3.2,21.35,4.84,2.14,3.56,3.77,0.56,0.45,1.39,1.35,1.0,1.57,16.73,3.86,13.1,2.16,1.19,1.66,1.72,0.93,1.24,1.09,0.51,12.81,0.66,0.99,0,1.67,1.245,"Putian, China"
Taichung,Taiwan,3.6,26.18,4.91,2.29,2.29,3.25,1.01,0.64,3.18,1.79,3.55,3.08,18.55,7.65,19.09,4.5,1.57,2.75,3.44,3.3,2.17,2.44,1.08,14.73,1.77,2.02,1,2.94,2.8375,"Taichung, Taiwan"
Daqing,China,,,4.27,,,2.14,0.36,,1.42,,,,,,,,,,,,,,0.57,,,,0,,,"Daqing, China"
Guayaquil,Ecuador,2.65,40.0,6.25,2.0,4.95,2.33,0.99,0.59,1.06,1.44,1.49,1.86,4.84,7.06,5.14,2.01,1.03,1.43,0.95,0.81,0.98,0.55,0.86,8.0,1.49,2.64,1,1.49,0.8225,"Guayaquil, Ecuador"
Kaohsiung,Taiwan,3.27,26.18,4.91,1.75,2.62,2.92,1.07,0.69,2.9,1.96,2.22,2.69,11.99,6.44,17.75,3.17,1.79,2.46,3.53,2.08,2.35,1.78,1.28,11.29,1.64,2.55,1,2.473333333,2.435,"Kaohsiung, Taiwan"
La Paz,Bolivia,2.89,20.97,6.51,2.17,3.62,2.59,1.0,0.79,0.96,1.14,1.11,1.57,6.86,4.14,6.37,2.88,1.36,1.51,1.02,1.02,0.86,0.79,1.08,5.99,1.94,2.93,1,1.916666667,0.9225,"La Paz, Bolivia"
Hohhot,China,3.56,19.22,4.27,1.07,3.56,2.78,0.5,0.28,2.14,1.07,0.93,1.2,,,11.39,1.14,0.93,1.07,0.57,0.57,0.71,0.71,0.71,,0.71,1.28,0,1.046666667,0.64,"Hohhot, China"
Pyongyang,North Korea,4.27,20.49,3.13,,,1.81,1.68,1.99,0.26,0.55,4.4,1.74,,6.61,11.01,2.2,2.2,2.2,2.2,2.2,2.2,1.0,0.3,6.0,,,0,2.2,1.9,"Pyongyang, North Korea"
Weihai,China,7.12,25.62,5.34,0.85,,3.46,0.43,0.21,1.49,0.98,1.26,1.71,10.64,4.49,14.18,4.71,,2.2,3.14,1.57,1.57,0.43,0.57,,0.71,2.56,0,3.455,1.6775,"Weihai, China"
Rizhao,China,2.85,21.35,4.27,1.14,1.99,2.73,0.42,0.25,2.33,1.11,0.59,1.09,,4.63,6.41,1.19,0.85,1.42,0.81,0.38,0.36,0.71,0.57,11.39,0.78,2.14,0,1.153333333,0.565,"Rizhao, China"
Taipei,Taiwan,5.89,39.28,4.91,1.96,2.62,3.03,1.03,0.67,3.15,1.93,3.07,3.28,15.98,8.7,18.89,4.14,2.19,2.73,3.36,2.74,2.43,1.78,1.12,13.09,1.61,2.55,1,3.02,2.5775,"Taipei, Taiwan"
Baotou,China,2.14,28.47,5.77,2.14,2.85,4.63,0.64,0.36,2.85,1.0,0.28,,,2.28,,3.42,,2.28,0.85,0.28,0.28,0.71,1.42,,0.43,1.42,0,2.85,0.53,"Baotou, China"
Antananarivo,Madagascar,4.12,20.62,6.87,1.15,1.6,1.15,0.84,0.5,0.98,1.12,0.66,1.9,7.56,5.73,4.73,2.0,0.57,0.87,0.82,0.53,0.89,0.22,0.54,8.02,0.95,1.52,1,1.146666667,0.615,"Antananarivo, Madagascar"
Ankang,China,2.85,17.08,4.98,0.71,2.56,3.42,0.42,0.28,1.81,1.11,1.67,1.54,10.63,3.24,8.4,1.32,1.45,1.42,1.14,0.5,0.61,0.78,0.58,11.39,0.55,1.46,0,1.396666667,0.7575,"Ankang, China"
Brooklyn,United States,19.0,87.5,12.0,8.0,8.0,4.88,2.11,1.67,1.28,3.7,5.62,3.35,12.15,14.1,15.61,4.42,1.97,5.21,5.15,3.49,2.37,2.0,1.93,16.0,2.73,2.79,1,3.866666667,3.2525,"Brooklyn, United States"
Santo Domingo,Dominican Republic,9.14,36.56,7.4,2.74,4.57,2.23,0.84,0.55,1.31,2.15,1.25,2.22,7.03,5.61,10.83,2.81,0.64,2.45,1.18,1.55,2.29,0.78,1.22,10.97,2.5,3.67,1,1.966666667,1.45,"Santo Domingo, Dominican Republic"
Ibadan,Nigeria,1.35,10.13,6.75,0.68,1.49,1.74,0.32,0.22,2.0,1.18,2.31,1.34,3.79,4.36,4.78,2.7,1.69,1.58,1.66,1.71,1.74,0.9,0.5,3.38,0.9,1.46,0,1.99,1.5025,"Ibadan, Nigeria"
Yangjiang,China,4.27,18.51,5.69,0.85,2.14,3.77,0.43,0.28,2.45,1.93,1.08,1.99,20.51,4.78,14.32,2.06,1.67,1.46,1.2,0.93,1.11,0.7,0.71,10.61,0.89,2.31,0,1.73,0.985,"Yangjiang, China"
Medellin,Colombia,3.36,18.88,4.83,1.05,1.89,1.11,0.7,0.55,0.67,0.89,0.78,1.39,3.22,4.2,5.56,2.08,0.69,1.02,1.0,0.99,0.91,0.59,0.53,6.08,0.81,1.44,1,1.263333333,0.8725,"Medellin, Colombia"
Dubai,United Arab Emirates,12.25,81.68,8.17,12.52,13.34,5.3,1.24,0.63,1.81,1.48,1.9,3.14,9.71,8.22,10.55,2.24,1.82,1.78,1.63,1.08,0.94,1.57,0.61,16.34,3.45,6.32,1,1.946666667,1.305,"Dubai, United Arab Emirates"
Tashkent,Uzbekistan,5.0,30.0,3.5,1.2,2.75,1.55,0.6,0.3,0.99,0.42,1.34,1.49,6.08,3.64,7.26,1.42,1.71,2.28,1.48,0.48,0.36,0.3,0.3,3.5,1.16,2.17,1,1.803333333,0.655,"Tashkent, Uzbekistan"
Cali,Colombia,2.2,16.78,5.24,0.84,1.47,0.89,0.55,0.53,0.9,0.94,0.61,1.58,3.0,3.39,4.88,1.8,0.51,0.72,0.92,0.83,0.66,0.4,0.66,6.29,0.66,1.33,1,1.01,0.7025,"Cali, Colombia"
Douala,Cameroon,3.61,32.13,3.21,1.12,1.61,0.88,0.72,0.39,2.45,0.58,1.46,1.74,18.21,5.7,4.7,3.35,1.2,0.93,0.85,1.71,1.1,0.72,0.57,5.62,1.03,1.79,1,1.826666667,1.095,"Douala, Cameroon"
Daegu,South Korea,5.38,28.04,5.38,3.07,3.84,3.38,1.27,0.67,2.31,2.75,3.07,3.17,9.67,5.68,19.95,5.76,3.19,3.84,3.46,3.33,2.3,1.54,1.08,15.36,2.3,2.56,0,4.263333333,2.6575,"Daegu, South Korea"
Fortaleza,Brazil,4.98,22.99,6.32,1.58,2.39,1.61,0.91,0.51,1.14,1.35,0.95,1.44,6.47,4.11,7.5,2.01,0.98,1.12,1.28,1.21,0.84,0.59,0.68,6.71,1.1,2.19,1,1.37,0.98,"Fortaleza, Brazil"
Ouagadougou,Burkina Faso,0.8,24.1,2.09,1.12,0.88,1.61,0.6,0.48,2.11,1.03,0.85,1.93,,6.43,4.15,1.98,1.22,0.93,1.27,1.69,1.14,0.21,0.79,5.62,0.92,1.5,0,1.376666667,1.0775,"Ouagadougou, Burkina Faso"
Yaounde,Cameroon,3.21,32.13,3.21,1.08,1.37,1.45,0.72,0.43,1.94,0.7,0.88,1.52,14.86,4.38,5.46,2.41,1.37,1.37,1.08,1.41,1.53,0.59,0.58,5.62,1.03,1.53,1,1.716666667,1.1525,"Yaounde, Cameroon"
