City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),City/Country,Avg_Fruit,Avg_Veg,year,data_quality
Mashhad,Iran,2.59,35.63,4.03,0.7,1.0,1.52,1.06,0.64,0.73,0.65,2.25,1.24,2.71,2.56,6.77,0.77,1.36,0.84,0.52,0.39,0.39,0.4,0.25,0.71,0.48,0.91,"Mashhad, Iran",0.9899999999999999,0.42500000000000004,2021,
Brasilia,Brazil,5.59,37.27,6.52,1.49,2.8,1.48,0.98,0.7,1.03,1.44,1.61,2.0,8.45,3.68,8.02,1.48,1.05,0.91,1.44,0.99,0.94,0.64,0.75,8.01,1.24,2.61,"Brasilia, Brazil",1.1466666666666667,1.0025,2021,
Minneapolis,United States,18.0,66.94,9.0,6.0,6.0,5.37,2.01,1.83,0.89,3.24,4.9,3.1,9.97,9.79,14.25,6.34,1.84,5.26,4.84,2.6,2.88,1.74,2.0,14.0,2.34,2.92,"Minneapolis, United States",4.4799999999999995,3.015,2021,
Addis Ababa,Ethiopia,7.6,30.0,4.0,0.75,1.3,0.78,0.72,0.47,0.91,0.57,1.98,2.11,8.12,8.09,8.87,3.19,0.87,1.66,0.81,0.46,0.66,0.42,0.39,8.15,0.96,1.23,"Addis Ababa, Ethiopia",1.9066666666666665,0.5875,2021,
Kuwait City,Kuwait,6.5,55.29,6.5,2.6,3.25,4.68,0.47,0.27,1.34,0.75,1.91,1.78,3.84,5.09,10.18,2.2,1.86,1.86,1.24,1.06,0.92,1.3,0.51,5.2,1.31,1.28,"Kuwait City, Kuwait",1.9733333333333336,1.13,2021,
Quezon City,Philippines,3.54,19.45,2.74,1.33,2.43,2.68,0.97,0.52,1.56,1.19,0.92,1.91,8.78,4.62,7.32,2.48,1.66,2.44,1.31,2.14,2.2,1.15,0.82,7.07,1.27,1.71,"Quezon City, Philippines",2.1933333333333334,1.7000000000000002,2021,
Incheon,South Korea,5.28,27.52,4.37,3.02,3.77,3.5,1.24,0.69,2.75,2.7,3.91,3.35,9.49,7.31,19.58,6.01,3.52,7.04,5.78,3.27,2.26,1.51,1.13,15.08,2.26,2.51,"Incheon, South Korea",5.523333333333333,3.205,2021,
Tampa,United States,21.0,60.0,10.0,6.0,7.0,4.5,2.12,1.6,1.09,3.48,3.65,3.29,13.62,11.24,14.3,4.58,1.6,3.8,4.13,3.06,2.75,2.18,2.22,10.0,1.64,4.22,"Tampa, United States",3.3266666666666667,3.03,2021,
Sanaa,Yemen,5.99,17.98,9.0,2.0,1.8,2.9,1.05,0.72,2.01,1.2,3.65,3.13,7.13,8.79,22.83,5.0,1.57,4.26,2.06,1.67,1.68,0.53,0.91,6.99,,4.0,"Sanaa, Yemen",3.61,1.485,2021,
Bandung,Indonesia,1.27,11.12,3.18,2.86,4.38,1.79,0.58,0.31,1.09,0.91,0.79,1.44,8.42,2.73,8.05,2.04,1.21,1.15,1.01,1.04,1.8,1.0,0.41,19.07,2.12,3.42,"Bandung, Indonesia",1.4666666666666668,1.2125,2021,
Kyiv,Ukraine,6.76,26.53,3.6,0.97,1.76,1.31,0.62,0.46,0.97,0.68,1.56,1.29,7.81,3.72,6.02,0.58,1.21,1.33,2.03,0.47,0.64,1.03,0.47,4.06,0.82,1.28,"Kyiv, Ukraine",1.04,1.0425,2021,
Surabaya,Indonesia,1.59,12.71,3.18,2.43,2.54,1.41,0.44,0.26,1.17,0.95,0.79,1.49,6.03,3.38,7.1,2.26,1.35,1.8,0.87,1.13,1.36,0.59,0.36,19.07,2.45,3.01,"Surabaya, Indonesia",1.8033333333333335,0.9875,2021,
Guatemala City,Guatemala,5.75,33.52,5.75,1.92,3.19,2.35,1.09,0.85,1.66,1.97,1.5,2.08,5.25,6.06,9.52,3.21,1.01,2.47,1.72,1.58,1.66,0.81,1.0,8.94,1.25,2.06,"Guatemala City, Guatemala",2.23,1.4425,2021,
Rome,Italy,16.1,72.71,9.04,5.19,5.19,1.47,2.05,1.15,1.58,1.6,2.19,3.48,16.16,9.74,15.47,2.39,1.88,2.38,2.64,1.58,1.55,1.13,0.53,6.75,1.49,2.28,"Rome, Italy",2.2166666666666663,1.725,2021,
Denver,United States,18.0,72.5,9.4,6.0,7.0,4.92,2.58,2.03,1.03,4.02,4.9,3.17,12.78,14.49,15.76,5.34,1.57,4.57,4.89,2.47,2.71,1.74,2.13,16.99,2.79,3.44,"Denver, United States",3.8266666666666667,2.9525,2021,
Salvador,Brazil,4.66,24.22,5.59,1.49,2.8,1.46,0.92,0.58,1.07,1.49,0.94,1.68,8.52,3.56,7.69,1.58,0.87,0.98,1.42,1.01,0.95,0.63,0.45,6.52,1.03,1.49,"Salvador, Brazil",1.1433333333333333,1.0025,2021,
Taichung,Taiwan,3.39,27.46,4.85,2.26,2.26,3.21,0.99,0.63,3.14,1.77,3.5,3.11,18.31,7.55,18.85,4.44,1.55,2.71,3.39,3.26,2.14,2.41,1.07,14.54,1.75,1.99,"Taichung, Taiwan",2.9,2.8000000000000003,2021,
La Paz,Bolivia,2.89,20.97,6.51,2.17,3.61,2.58,1.0,0.79,0.96,1.14,1.11,1.57,6.86,4.14,6.37,2.88,1.36,1.51,1.02,1.02,0.86,0.79,1.08,5.99,1.94,2.93,"La Paz, Bolivia",1.9166666666666667,0.9225,2021,
Guayaquil,Ecuador,2.65,40.0,6.25,2.0,4.95,2.33,0.99,0.59,1.06,1.44,1.49,1.86,4.84,7.06,5.14,2.01,1.03,1.43,0.95,0.81,0.98,0.55,0.86,8.0,1.49,2.64,"Guayaquil, Ecuador",1.49,0.8225,2021,
Kaohsiung,Taiwan,3.23,25.85,4.85,1.73,2.58,2.88,1.05,0.68,2.86,1.94,2.19,2.66,11.84,6.35,17.52,3.13,1.76,2.43,3.48,2.05,2.32,1.75,1.26,11.15,1.62,2.51,"Kaohsiung, Taiwan",2.44,2.4,2021,
Taipei,Taiwan,5.82,38.77,4.85,1.94,2.91,2.99,1.02,0.66,3.08,1.89,2.99,3.21,16.28,8.59,18.65,4.08,2.11,2.7,3.31,2.7,2.4,1.76,1.1,12.92,1.58,2.5,"Taipei, Taiwan",2.9633333333333334,2.5425,2021,
Antananarivo,Madagascar,4.14,20.7,6.32,1.15,1.61,1.19,0.79,0.47,0.96,1.03,0.74,1.91,7.47,5.48,4.75,1.89,0.54,0.87,0.79,0.54,0.85,0.22,0.53,8.05,0.95,1.52,"Antananarivo, Madagascar",1.0999999999999999,0.6000000000000001,2021,
Brooklyn,United States,19.0,87.5,12.0,8.0,8.0,4.88,2.11,1.67,1.28,3.7,5.62,3.35,12.15,14.1,15.61,4.42,1.97,5.21,5.15,3.49,2.37,2.0,1.93,16.0,2.73,2.79,"Brooklyn, United States",3.8666666666666667,3.2525000000000004,2021,
Medellin,Colombia,3.26,18.34,4.69,1.02,1.83,1.08,0.68,0.53,0.65,0.86,0.76,1.34,3.13,4.08,5.4,2.02,0.67,0.99,0.97,0.97,0.89,0.58,0.51,5.91,0.79,1.4,"Medellin, Colombia",1.2266666666666666,0.8525,2021,
Dubai,United Arab Emirates,12.25,81.68,8.17,12.25,13.54,5.3,1.24,0.63,1.79,1.48,1.92,3.16,9.72,8.24,10.66,2.24,1.83,1.8,1.63,1.09,0.92,1.68,0.61,16.34,3.39,6.32,"Dubai, United Arab Emirates",1.9566666666666668,1.3299999999999998,2021,
Santo Domingo,Dominican Republic,9.04,37.99,7.24,2.71,4.52,2.05,0.84,0.54,1.29,2.12,1.24,2.19,6.92,5.49,10.44,2.45,0.67,2.4,1.17,1.51,2.34,0.79,1.19,10.85,2.45,3.54,"Santo Domingo, Dominican Republic",1.8399999999999999,1.4525,2021,
Tashkent,Uzbekistan,5.0,30.0,3.5,1.2,2.75,1.55,0.6,0.3,0.99,0.42,1.33,1.46,5.95,3.57,7.25,1.45,1.72,2.41,1.47,0.49,0.36,0.3,0.3,3.5,1.11,2.17,"Tashkent, Uzbekistan",1.86,0.6549999999999999,2021,
Cali,Colombia,2.14,16.3,5.1,0.82,1.43,0.87,0.54,0.45,0.87,0.92,0.6,1.52,2.91,3.29,4.74,1.75,0.49,0.7,0.89,0.81,0.64,0.39,0.64,6.11,0.66,1.29,"Cali, Colombia",0.9800000000000001,0.6825000000000001,2021,
Fortaleza,Brazil,4.84,22.36,6.15,1.54,2.32,1.57,0.89,0.5,1.11,1.32,0.92,1.4,6.29,3.99,7.29,1.96,0.95,1.09,1.24,1.18,0.82,0.58,0.66,6.52,1.07,2.13,"Fortaleza, Brazil",1.3333333333333333,0.955,2021,
Douala,Cameroon,3.96,31.67,3.17,1.11,1.58,0.87,0.74,0.4,2.3,0.52,1.45,1.69,17.95,5.62,4.63,3.3,1.19,0.92,0.84,1.69,1.08,0.71,0.59,5.54,1.02,1.77,"Douala, Cameroon",1.8033333333333335,1.08,2021,
Yaounde,Cameroon,3.17,31.67,3.17,1.07,1.35,1.43,0.71,0.42,1.91,0.69,0.86,1.49,14.65,4.31,5.38,2.38,1.35,1.35,1.06,1.39,1.5,0.58,0.57,5.54,1.01,1.5,"Yaounde, Cameroon",1.6933333333333334,1.1325,2021,
Nagpur,India,4.9,12.24,3.67,2.33,3.98,2.04,0.42,0.17,0.63,0.45,0.64,0.93,7.07,3.75,4.4,2.1,0.61,0.95,0.54,0.43,0.42,1.29,0.35,7.35,2.27,3.67,"Nagpur, India",1.22,0.6699999999999999,2021,
Brisbane,Australia,13.41,67.06,8.72,6.04,6.04,3.29,2.47,1.96,1.29,2.08,1.9,3.17,7.38,7.4,13.44,2.95,2.36,2.66,4.23,2.19,1.89,2.56,1.68,11.4,3.56,4.24,"Brisbane, Australia",2.6566666666666667,2.7175000000000002,2021,
Accra,Ghana,2.4,25.67,4.28,0.68,1.37,1.4,0.49,0.17,1.08,0.59,0.86,0.97,6.68,2.39,2.58,1.39,0.65,0.74,1.22,1.26,1.0,0.55,0.28,2.74,0.55,0.71,"Accra, Ghana",0.9266666666666667,1.0075,2021,
Fukuoka,Japan,7.07,36.1,5.05,3.18,4.11,2.87,0.99,0.77,1.51,1.66,2.43,1.69,21.66,5.04,17.57,5.78,2.65,5.05,5.29,3.61,3.13,1.26,0.87,7.22,1.95,2.21,"Fukuoka, Japan",4.493333333333333,3.3225000000000002,2021,
Tangerang,Indonesia,1.91,19.07,3.18,2.77,3.5,1.75,0.47,0.24,1.23,1.09,0.89,1.39,8.9,4.13,7.06,2.07,1.65,2.33,1.27,1.36,4.17,0.92,0.37,10.17,3.19,3.28,"Tangerang, Indonesia",2.0166666666666666,1.93,2021,
Vancouver,Canada,18.24,85.62,8.93,5.21,6.7,3.77,1.95,1.78,2.23,2.62,3.45,3.64,12.47,11.75,14.65,3.16,1.45,3.37,3.54,2.62,1.9,2.29,1.93,14.89,2.51,2.96,"Vancouver, Canada",2.66,2.5875000000000004,2021,
Baku,Azerbaijan,5.88,29.41,5.88,1.18,2.35,2.84,0.52,0.32,1.24,0.41,1.85,1.31,4.23,3.92,7.33,0.88,1.5,1.51,1.28,0.64,0.44,0.48,0.53,5.88,1.24,2.26,"Baku, Azerbaijan",1.2966666666666666,0.71,2021,
Harare,Zimbabwe,7.0,40.0,6.0,1.3,2.0,2.2,0.72,0.47,1.61,1.0,1.51,1.8,8.08,4.9,4.71,2.86,1.52,1.88,1.42,1.56,1.33,0.78,0.91,8.5,1.2,2.29,"Harare, Zimbabwe",2.0866666666666664,1.2725000000000002,2021,
Havana,Cuba,10.0,40.0,7.0,2.5,3.0,1.91,2.28,1.63,3.52,1.18,1.85,1.64,4.85,6.07,11.59,6.24,1.1,1.12,2.05,1.82,2.34,0.86,0.98,10.0,1.49,1.71,"Havana, Cuba",2.8200000000000003,1.7675,2021,
Ningbo,China,4.54,23.05,5.45,0.56,4.19,3.45,0.37,0.3,2.23,2.68,1.0,1.5,16.59,5.26,11.41,2.23,1.5,2.33,1.55,0.81,0.98,0.75,0.73,9.08,0.82,2.33,"Ningbo, China",2.02,1.0225,2021,
Riverside,United States,17.0,70.0,8.0,7.0,5.5,3.88,2.83,2.06,0.98,3.04,4.61,3.81,13.0,12.47,14.31,3.93,1.71,4.19,3.83,3.99,2.6,1.5,2.25,10.5,3.23,4.16,"Riverside, United States",3.2766666666666673,2.98,2021,
Baltimore,United States,14.5,65.0,9.0,5.5,8.0,4.47,2.28,1.69,0.81,4.08,3.92,3.0,11.01,15.26,17.84,4.67,1.45,5.91,4.74,2.76,3.22,1.82,2.54,13.5,2.77,2.65,"Baltimore, United States",4.010000000000001,3.1350000000000002,2021,
Portland,United States,16.0,75.0,8.0,6.0,7.0,4.89,2.43,2.07,0.94,3.36,5.85,3.68,14.21,12.26,17.54,5.68,1.92,5.16,5.75,2.2,2.24,2.05,2.04,14.0,2.61,3.32,"Portland, United States",4.253333333333333,3.0600000000000005,2021,
Phnom Penh,Cambodia,3.6,30.0,6.5,1.0,2.88,2.9,0.98,0.66,2.19,1.79,1.09,1.87,12.86,5.42,9.74,3.77,1.41,3.34,1.41,1.56,1.39,1.49,0.81,12.0,1.02,2.03,"Phnom Penh, Cambodia",2.84,1.4625,2021,
Medan,Indonesia,1.91,9.85,2.54,1.91,3.18,1.11,0.64,0.32,1.14,1.27,0.76,1.16,4.03,2.48,7.07,2.1,1.03,1.03,0.7,0.78,1.63,0.49,0.41,7.95,1.91,2.61,"Medan, Indonesia",1.3866666666666667,0.8999999999999999,2021,
Rawalpindi,Pakistan,1.23,8.91,2.67,2.23,4.46,1.69,0.23,0.18,0.61,0.47,0.84,0.86,5.2,1.92,3.49,0.84,0.59,0.74,0.45,0.26,0.26,0.2,0.33,1.56,1.61,1.61,"Rawalpindi, Pakistan",0.7233333333333333,0.2925,2021,
Vadodara,India,2.45,15.92,4.28,2.94,4.28,1.65,0.72,0.19,0.74,0.55,0.62,0.95,4.31,3.37,3.24,2.01,0.37,1.06,0.55,0.38,0.45,0.48,0.36,9.79,1.93,2.82,"Vadodara, India",1.1466666666666667,0.465,2021,
Las Vegas,United States,17.5,65.0,8.5,5.0,7.25,5.48,2.35,1.95,0.98,3.22,4.53,3.14,11.14,10.5,13.34,4.62,1.59,3.32,3.1,2.12,2.24,1.44,1.91,12.99,2.39,2.58,"Las Vegas, United States",3.1766666666666663,2.225,2021,
Mogadishu,Somalia,2.0,18.0,5.5,7.0,17.5,1.25,0.68,0.54,1.58,0.91,1.17,1.98,4.25,4.25,5.14,3.7,0.97,2.7,1.07,1.0,0.98,0.88,0.63,25.0,,0.65,"Mogadishu, Somalia",2.4566666666666666,0.9825,2021,
Quito,Ecuador,3.5,42.5,7.0,2.5,3.5,2.53,0.78,0.62,0.95,1.69,1.3,1.67,5.34,5.93,7.04,1.76,0.95,1.28,1.25,1.37,1.2,0.74,1.0,10.0,1.37,2.4,"Quito, Ecuador",1.33,1.1400000000000001,2021,
Perth,Australia,16.77,67.06,9.36,6.71,6.71,3.3,2.47,2.12,1.59,1.92,1.8,4.01,7.27,8.45,13.14,3.28,2.51,2.54,3.89,2.04,1.43,1.72,1.45,12.07,4.23,4.53,"Perth, Australia",2.776666666666666,2.27,2021,
Indore,India,3.06,10.41,3.67,1.84,3.49,1.09,0.39,0.19,0.67,0.42,0.79,0.9,4.79,3.66,6.95,1.84,0.49,0.75,0.5,0.36,0.37,0.32,0.35,9.79,2.05,3.43,"Indore, India",1.0266666666666666,0.3875,2021,
Minsk,Belarus,9.89,43.8,5.14,1.25,1.98,1.76,0.82,0.52,0.81,0.63,1.48,1.44,7.08,4.24,8.04,1.57,2.01,1.92,2.86,0.83,0.78,1.61,0.66,7.91,1.09,2.04,"Minsk, Belarus",1.8333333333333333,1.52,2021,
Peshawar,Pakistan,1.34,10.02,3.56,1.56,2.23,0.91,0.2,0.13,0.57,0.45,0.74,0.91,3.63,1.73,2.78,0.71,0.45,0.86,0.32,0.29,0.26,0.13,0.28,1.34,1.09,2.29,"Peshawar, Pakistan",0.6733333333333333,0.25,2021,
Tijuana,Mexico,10.38,45.4,5.71,2.59,4.15,3.4,1.04,0.62,1.24,1.71,1.22,1.54,4.31,5.28,9.6,1.92,1.26,1.12,1.28,1.08,0.88,0.87,0.79,10.64,1.29,2.38,"Tijuana, Mexico",1.4333333333333333,1.0275,2021,
Esfahan,Iran,3.0,17.0,3.0,0.85,1.0,1.03,0.4,0.33,0.65,0.87,2.63,1.06,2.38,2.62,5.82,0.73,1.2,0.83,0.5,0.44,0.42,0.53,0.2,1.0,0.49,1.27,"Esfahan, Iran",0.9199999999999999,0.4725,2021,
Caracas,Venezuela,10.0,50.0,10.0,1.5,2.25,1.74,1.07,0.81,1.83,2.33,1.13,2.07,5.31,5.44,6.25,4.1,1.07,1.48,1.32,1.53,1.58,1.03,1.21,7.0,1.25,1.92,"Caracas, Venezuela",2.216666666666667,1.365,2021,
Vishakhapatnam,India,1.96,9.49,4.28,1.84,2.75,2.0,0.58,0.22,0.67,0.47,0.65,0.88,4.59,3.76,8.98,1.92,0.61,1.38,0.63,0.45,0.39,0.77,0.36,8.57,2.05,3.45,"Vishakhapatnam, India",1.3033333333333332,0.56,2021,
Sacramento,United States,18.0,63.5,9.29,6.0,7.0,4.65,2.41,1.63,1.24,4.41,5.68,4.04,14.01,17.17,19.1,5.41,2.24,3.63,5.85,3.95,3.19,2.58,2.64,12.0,1.92,2.06,"Sacramento, United States",3.7600000000000002,3.8925,2021,
Almaty,Kazakhstan,6.32,31.58,5.26,1.26,2.53,1.96,0.72,0.38,1.0,0.31,0.95,1.32,6.33,3.85,6.98,1.14,1.59,1.66,1.43,0.51,0.36,0.89,0.5,5.79,0.69,1.56,"Almaty, Kazakhstan",1.4633333333333332,0.7975,2021,
Vienna,Austria,15.58,62.32,9.35,4.67,4.21,3.8,2.99,2.31,1.33,1.91,1.9,3.64,11.69,10.8,15.84,2.32,1.79,2.54,3.02,1.71,1.45,1.56,0.67,6.23,1.07,1.48,"Vienna, Austria",2.2166666666666663,1.935,2021,
Thane,India,5.82,14.69,3.06,2.63,4.28,2.45,0.38,0.23,0.72,0.51,0.75,0.9,6.12,3.88,6.33,1.86,0.64,1.43,0.53,0.39,0.44,0.75,0.36,5.82,1.84,2.82,"Thane, India",1.3099999999999998,0.5275000000000001,2021,
Curitiba,Brazil,4.66,27.95,5.59,1.86,2.89,1.57,0.91,0.63,1.06,1.2,1.18,1.75,8.16,3.96,8.12,1.35,0.92,0.75,1.29,0.96,0.84,0.58,0.62,7.45,1.01,2.64,"Curitiba, Brazil",1.0066666666666666,0.9175,2021,
Multan,Pakistan,1.34,8.46,3.34,1.34,3.3,1.08,0.22,0.14,0.49,0.42,0.73,0.88,6.37,1.79,3.3,0.82,0.52,0.48,0.54,0.32,0.33,0.45,0.27,4.01,1.32,1.68,"Multan, Pakistan",0.6066666666666666,0.41000000000000003,2021,
Bucharest,Romania,10.56,42.26,5.49,2.11,2.54,2.53,1.85,1.6,1.53,0.99,1.61,2.7,7.21,5.96,9.48,1.02,1.43,1.37,1.65,0.74,0.75,0.74,0.62,6.34,0.88,1.4,"Bucharest, Romania",1.2733333333333334,0.97,2021,
Hamburg,Germany,14.02,62.32,9.35,4.67,4.15,3.51,2.69,2.19,1.18,2.34,2.23,3.69,11.94,8.87,13.97,2.93,1.83,2.27,2.03,1.43,0.97,1.19,0.7,7.27,0.71,1.4,"Hamburg, Germany",2.3433333333333333,1.4049999999999998,2021,
Orlando,United States,20.0,70.0,9.0,5.0,5.0,4.57,2.21,1.77,1.12,3.25,4.58,3.68,10.46,10.89,13.59,4.84,1.44,3.75,3.49,2.7,2.54,2.03,1.68,10.5,2.31,3.03,"Orlando, United States",3.3433333333333333,2.69,2021,
Bhopal,India,2.33,12.24,3.67,1.84,3.37,1.49,0.41,0.22,0.65,0.39,0.67,0.95,6.44,3.1,4.59,1.78,0.48,0.79,0.43,0.34,0.32,0.44,0.35,8.39,1.52,3.52,"Bhopal, India",1.0166666666666666,0.3825,2021,
Damascus,Syria,4.0,22.0,4.5,1.5,2.25,1.01,0.83,0.48,1.15,1.17,1.46,1.48,3.97,6.25,10.25,1.01,2.32,0.64,0.79,0.63,0.39,0.32,0.56,5.0,1.01,2.2,"Damascus, Syria",1.3233333333333335,0.5325,2021,
Davao,Philippines,3.54,26.52,2.65,0.88,1.24,2.39,0.68,0.4,1.64,1.24,0.88,2.09,6.66,4.46,10.08,3.38,1.27,2.25,1.57,2.26,3.12,1.51,0.69,8.84,1.15,1.75,"Davao, Philippines",2.3000000000000003,2.115,2021,
Warsaw,Poland,7.78,44.43,6.0,3.11,2.89,2.93,1.33,1.27,0.76,0.97,1.32,2.46,7.38,5.31,10.16,0.85,1.29,1.54,2.24,0.73,0.76,1.0,0.52,6.66,0.96,1.38,"Warsaw, Poland",1.2266666666666668,1.1825,2021,
Lusaka,Zambia,3.0,18.37,3.17,1.22,1.5,1.81,0.88,0.47,1.34,0.95,2.0,1.73,9.11,4.18,5.3,2.48,1.49,2.51,1.16,1.23,1.59,1.22,0.98,4.9,0.99,1.26,"Lusaka, Zambia",2.1599999999999997,1.2999999999999998,2021,
Brussels,Belgium,15.58,72.71,9.35,5.19,4.93,3.34,2.51,2.53,1.11,2.0,1.95,3.02,14.45,9.83,17.06,2.36,1.6,2.53,2.57,1.4,1.27,1.51,0.98,8.31,2.18,3.28,"Brussels, Belgium",2.1633333333333336,1.6875,2021,
San Jose,United States,19.0,80.0,9.04,7.0,9.0,5.17,2.53,2.29,1.32,4.25,4.42,4.56,13.55,13.08,16.7,5.06,1.98,3.45,4.48,2.65,2.74,2.03,1.65,15.0,2.61,2.47,"San Jose, United States",3.496666666666666,2.975,2021,
Cleveland,United States,12.0,70.5,8.5,5.75,6.99,4.42,1.83,1.72,0.98,2.99,4.24,2.94,10.74,16.53,21.52,4.72,1.46,2.49,5.97,3.98,4.35,2.18,2.27,15.0,2.73,4.37,"Cleveland, United States",2.89,4.12,2021,
Budapest,Hungary,7.93,38.35,5.63,1.92,2.05,1.79,1.09,0.91,1.06,1.34,1.64,2.74,9.91,4.73,10.01,1.39,1.54,1.97,2.44,1.06,1.08,1.33,0.38,4.6,0.85,1.43,"Budapest, Hungary",1.633333333333333,1.4775,2021,
Patna,India,2.45,12.24,3.06,2.45,6.12,1.39,0.35,0.17,0.62,0.47,0.59,1.11,4.95,2.89,6.53,1.94,0.69,0.91,0.55,0.3,0.42,0.58,0.37,15.92,2.42,,"Patna, India",1.18,0.4625,2021,
Pittsburgh,United States,15.0,60.0,8.38,4.0,6.0,4.12,2.18,1.57,1.11,2.95,4.17,3.31,15.35,13.44,15.71,5.71,1.62,7.47,6.69,3.81,4.21,2.25,1.85,15.5,2.93,4.14,"Pittsburgh, United States",4.933333333333334,4.24,2021,
Mecca,Saudi Arabia,6.65,53.22,7.98,1.6,1.59,3.77,0.73,0.22,1.57,0.71,2.48,2.99,8.65,7.78,13.64,2.31,1.55,1.8,2.18,1.33,1.06,1.33,0.67,1.06,1.33,1.95,"Mecca, Saudi Arabia",1.8866666666666667,1.475,2021,
Austin,United States,18.0,69.0,8.7,6.0,8.0,4.81,2.36,1.79,1.07,2.75,3.16,3.59,13.8,11.69,14.21,4.7,1.51,4.01,2.96,2.56,2.3,1.64,2.12,15.0,3.08,3.34,"Austin, United States",3.4066666666666663,2.3649999999999998,2021,
Kampala,Uganda,1.74,26.75,8.56,1.07,1.87,2.74,0.48,0.31,0.77,1.09,1.14,1.64,4.34,4.68,4.34,2.92,1.19,1.63,1.1,1.03,0.95,1.05,0.54,9.36,1.06,1.74,"Kampala, Uganda",1.913333333333333,1.0325,2021,
Recife,Brazil,4.66,22.36,5.78,1.49,2.24,1.47,0.93,0.49,1.04,1.13,1.07,1.67,6.94,3.86,7.78,1.79,1.01,1.02,1.26,0.97,0.87,0.51,0.65,6.52,1.04,1.39,"Recife, Brazil",1.2733333333333332,0.9025000000000001,2021,
Cincinnati,United States,15.0,60.0,7.58,4.5,6.0,3.91,2.08,1.65,0.79,2.56,3.31,2.63,11.76,12.81,13.76,4.17,1.44,3.71,4.02,2.28,2.38,1.54,1.77,12.99,2.84,2.72,"Cincinnati, United States",3.106666666666667,2.5549999999999997,2021,
Hyderabad City,Pakistan,1.22,15.59,4.01,1.89,3.56,0.97,0.27,0.22,0.62,0.37,0.7,1.08,6.61,2.1,3.15,0.76,0.46,0.92,0.67,0.27,0.34,0.55,0.3,1.54,1.57,2.12,"Hyderabad City, Pakistan",0.7133333333333334,0.4575,2021,
Novosibirsk,Russia,9.83,49.13,6.35,2.46,4.09,2.69,1.24,0.69,1.27,0.7,1.76,1.76,11.28,5.53,10.11,2.2,1.89,2.34,3.28,0.88,0.67,0.99,0.7,8.19,1.11,2.4,"Novosibirsk, Russia",2.143333333333333,1.455,2021,
Ludhiana,India,3.67,9.79,4.59,1.84,3.06,1.64,0.38,0.18,0.72,0.46,0.74,0.85,3.72,3.14,6.12,2.02,0.63,0.63,0.44,0.35,0.41,0.56,0.34,7.35,1.93,2.85,"Ludhiana, India",1.0933333333333333,0.44,2021,
Indianapolis,United States,19.0,77.5,8.0,5.0,6.0,4.14,1.72,1.31,0.85,3.11,3.9,3.79,12.26,13.28,14.17,5.36,2.1,5.22,5.67,4.46,3.17,1.64,1.64,14.99,3.02,3.46,"Indianapolis, United States",4.226666666666667,3.735,2021,
Puebla,Mexico,6.49,25.94,7.26,2.33,3.89,2.44,1.05,0.64,1.15,1.62,1.34,1.73,5.1,5.47,17.06,2.61,1.17,0.96,1.23,1.26,1.49,0.86,0.86,8.3,1.47,2.47,"Puebla, Mexico",1.58,1.2100000000000002,2021,
Shiraz,Iran,3.56,68.97,2.9,1.0,0.5,1.98,0.91,0.47,2.78,0.65,5.87,2.47,9.84,12.61,32.47,1.8,5.95,1.99,1.43,1.03,0.84,1.71,0.93,2.0,0.59,1.3,"Shiraz, Iran",3.2466666666666666,1.2525,2021,
Columbus,United States,15.0,62.5,8.25,5.0,6.0,4.43,2.11,1.56,0.8,2.32,3.31,2.34,10.37,11.87,15.62,5.31,1.68,3.43,3.63,2.75,2.59,1.5,1.57,12.0,2.88,3.21,"Columbus, United States",3.473333333333333,2.6174999999999997,2021,
Tabriz,Iran,14.17,47.5,12.35,1.66,5.94,4.58,1.3,0.85,2.94,1.69,10.63,3.76,26.02,13.17,34.54,3.93,8.05,4.71,2.75,1.99,2.1,2.3,1.09,1.9,1.86,0.94,"Tabriz, Iran",5.5633333333333335,2.285,2021,
Karaj,Iran,5.5,17.81,4.0,0.57,1.08,1.46,0.61,0.35,1.38,0.5,4.8,2.12,5.82,3.24,10.79,1.31,3.28,0.72,0.62,0.49,0.49,0.4,0.44,0.5,0.33,1.0,"Karaj, Iran",1.7699999999999998,0.5,2021,
Charlotte,United States,15.0,60.0,10.0,4.5,5.5,4.78,2.12,1.83,0.89,2.99,3.55,3.33,8.07,12.59,16.52,4.99,1.6,5.03,3.9,3.01,2.7,1.25,1.6,12.75,2.4,2.27,"Charlotte, United States",3.8733333333333335,2.715,2021,
Munich,Germany,15.58,62.32,9.35,4.15,4.15,3.53,3.14,2.88,1.26,1.91,2.39,3.34,13.59,10.25,19.3,2.9,1.85,2.49,2.83,2.09,1.32,1.48,0.82,7.27,1.04,1.94,"Munich, Germany",2.4133333333333336,1.9300000000000002,2021,
